id,sku,brand,name,is_for_sale,vis_retail,imgs
298649,KNP-34893741,Knapheide,"CLASS V 2"" RECEIVER HITCH",t,t,0
298650,KNP-35135312,Knapheide,"CLASS V HITCH SB 2""",t,t,0
298651,KNP-35154108,Knapheide,"CLASS V HITCH SB 2""",t,t,0
298633,KNP-35154118,Knapheide,"CLASS V 12,000 LB RECEIVER HIT",t,t,0
298653,KNP-35206100,Knapheide,"CLASS V 21,000 LB RECEIVER HI",t,t,0
298655,KNP-35316948,Knapheide,"ADAPTER, 23+ FORD PU BOX REMOV",t,t,0
298656,KNP-35346424,Knapheide,"ADAPTER, 23+ FORD CAB CHASSIS",t,t,0
298659,KNP-35509895,Knapheide,"BUMPER, 94"" KNAP LIFTGATE CUT",t,t,0
298660,KNP-36096095,Knapheide,"DOOR VT ASY 1-RVTLS,28X36",t,t,0
298661,KNP-36501279,Knapheide,"BUMPER, 78"" KNAP LIFTGATE CUT",t,t,0
298662,KNP-6108-2,Knapheide,Complete 108-inch service body designed for 60-inch CA (cab-to-axle) single rear wheel trucks. Professional-grade aluminum construction with integrated storage compartments and work-ready features for commercial applications.,t,t,1
326321,KNP-6108-S,Knapheide,"BODY, SERVICE 108"" SRW - P2565-23 9-12-24",t,t,1
326322,KNP-6108D-S,Knapheide,"BODY, SERVICE 108"" - P2565-23 9-12-24",t,t,1
298664,KNP-6108D54-2,Knapheide,108-inch dual rear wheel service body with factory-applied white paint finish for enhanced appearance and protection. Combines durability with professional aesthetics for fleet applications.,t,t,2
298743,KNP-6108D54-2-M,Knapheide,"6108 PAINTED WHITE, MASTERLOCK",t,t,2
326323,KNP-6108D54F40-2-M,Knapheide,"6108 PAINTED WHITE, MASTERLOCK - T-HANDLES,FLIP TOP",t,t,1
298665,KNP-6132D54-2,Knapheide,Extended 132-inch service body with white paint finish designed for maximum storage capacity on dual rear wheel chassis. Ideal for contractors requiring extensive tool and equipment organization.,t,t,2
326324,KNP-6132D54-2-M,Knapheide,"6132 PAINTED WHITE, MASTERLOCK - P QUOTE 0795-22 X08-31-22",t,t,1
326325,KNP-6132D54LP,Knapheide,"BODY, SERVICE 132"" 20"" LOW PRO - P0396 - 23 8-31-23",t,t,1
298667,KNP-696-2,Knapheide,Compact 96-inch service body with white painted finish designed for smaller chassis configurations. Provides essential storage and organization in a space-efficient design.,t,t,2
298668,KNP-696F-2,Knapheide,"BODY, SERVICE FLIPTOP 96""WHITE",t,t,1
298669,KNP-696F40-2,Knapheide,"BODY, FLIPTOP 96"" PAINTED WHIT",t,t,0
298744,KNP-77001972,Knapheide,"Black powder-coated utility rack system designed for 96-inch service bodies with 24-inch height. Provides additional exterior storage capacity for ladders, lumber, and oversized equipment.",t,t,2
298672,KNP-77009660,Knapheide,"KIT, POWER LOCK 600 SERIES",t,t,0
298673,KNP-80010330,Knapheide,"MOUNT KIT, GM/RAM 60/84CA",t,t,0
298675,KNP-80030820,Knapheide,MOUNT KI,t,t,0
298677,KNP-80040980,Knapheide,UNDERBODY TOOLBOX MOUNTING BR,t,t,0
298679,KNP-80045360,Knapheide,hitch,t,t,0
298680,KNP-80049030,Knapheide,"CLASS V 12,000 LB RECEIVER HIT",t,t,0
298682,KNP-80049090,Knapheide,"CLASS V 12,000 LB RECEIVER HIT",t,t,0
298683,KNP-80412257,Knapheide,"MOUNT KIT, PLATFORM",t,t,0
298684,KNP-80412281,Knapheide,"MOUNT KIT, PLATFORM",t,t,0
298685,KNP-80412745,Knapheide,"MOUNT KIT, 60""RAM",t,t,0
298686,KNP-80413719P,Knapheide,"DOOR, GOOSENECK",t,t,0
298688,KNP-82010570,Knapheide,STAKE RACK MOUNT,t,t,0
298689,KNP-82013905,Knapheide,MUDFLAP BRACKET,t,t,0
298690,KNP-85412607LED,Knapheide,LED LIGHT KIT PVM SERIES,t,t,1
298745,KNP-85412615LED,Knapheide,"LIGHT KIT, LED PVM",t,t,1
298691,KNP-85413128,Knapheide,"ICC BUMPER 34"" FRAME",t,t,0
298692,KNP-85415958,Knapheide,"hitch, class 5 12k",t,t,0
298746,KNP-BH3580C,Knapheide,"BULKHEAD, 35""Hx80"" WIDE",t,t,2
298693,KNP-BH4080C,Knapheide,Standard bulkhead measuring 40 inches wide by 80 inches tall for truck body cargo separation. Provides essential barrier between cab and cargo area for safety and load organization.,t,t,1
298747,KNP-BHG4080C,Knapheide,Reinforced gussetted bulkhead measuring 40 inches by 80 inches with additional structural reinforcement. Features corner gussets for enhanced strength in heavy-duty applications.,t,t,1
298696,KNP-BHR40102C,Knapheide,BULKHEAD BHR,t,t,0
298697,KNP-BHR4094,Knapheide,Heavy-duty reinforced headboard measuring 40 inches wide by 94 inches tall for maximum cargo protection. Features additional structural reinforcement for demanding commercial applications.,t,t,0
326336,KNP-BHR4094C,Knapheide,"HEADBOARD 40""X94"" REINFORCED",t,t,1
298748,KNP-BHR4494C,Knapheide,Reinforced headboard specifically designed for Ford F650-750 trucks measuring 44 inches by 94 inches. Engineered to match the wider cab dimensions of medium-duty Ford chassis.,t,t,1
298698,KNP-BHR4894C,Knapheide,"BULKHEAD, REINFORCED 48""X94",t,t,0
298749,KNP-BHR5694C,Knapheide,Heavy-duty reinforced bulkhead designed to separate and protect cargo areas in commercial truck beds. Provides structural integrity and safety barrier between different load compartments or between cab and cargo area.,t,t,1
298750,KNP-BHR5696C,Knapheide,Heavy-duty reinforced bulkhead designed to separate and protect cargo areas in commercial truck beds. Provides structural integrity and safety barrier between different load compartments or between cab and cargo area.,t,t,1
298524,KNP-KNP12010008,Knapheide,"RIVNUT, 1/2 SPIN TITE",t,t,0
298525,KNP-KNP12010010,Knapheide,NUT. WHIZ,t,t,0
298526,KNP-KNP12010040,Knapheide,BOLT WHIZ,t,t,0
298528,KNP-KNP12014260,Knapheide,"LOOSE, RECEIVER HITCH KIT 18",t,t,0
298531,KNP-KNP12180659,Knapheide,SCREW HEX FLANGE 3/8-16X1 ECO,t,t,0
298532,KNP-KNP12180667,Knapheide,"LUG STEEL 1.38""X1.13""",t,t,0
298533,KNP-KNP12211173,Knapheide,KUV REAR DOOR WINDOW,t,t,0
298535,KNP-KNP12221297,Knapheide,"BUMPER, RUBBER 1""OD X 1.5""LG",t,t,0
298542,KNP-KNP12253522,Knapheide,"LIGHT, MARKER, AMBER",t,t,0
298549,KNP-KNP12302543,Knapheide,"AY TUBE/HITCH RECEIVER UB 44""",t,t,0
298556,KNP-KNP20042379,Knapheide,"KIT, GLASS REPAIR",t,t,0
298729,KNP-KNP20048435,Knapheide,"ALUMINUM FUEL FILL, RAM",t,t,0
298564,KNP-KNP20074060,Knapheide,ALUMINUM SHELF DIVIDERS (5),t,t,0
298565,KNP-KNP20089940,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298566,KNP-KNP20089950,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298570,KNP-KNP20095500,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298571,KNP-KNP20095520,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298572,KNP-KNP20095530,Knapheide,Service body mounting kit specifically engineered for 2017+ Ford trucks with 60 & 84 CA wheelbase configurations. Features new-style design for improved installation and load distribution.,t,t,0
298573,KNP-KNP20095540,Knapheide,Supplemental mounting system for 2014+ RAM trucks with 60-84 inch cab-to-axle configurations. Features new-style design for enhanced service body support and stability.,t,t,1
298574,KNP-KNP20103280,Knapheide,"BUMPER, AYGLVGRP 78",t,t,0
298735,KNP-KNP20128850,Knapheide,LED SURFACE MNT STOP/TAIL/TURN,t,t,0
298577,KNP-KNP20188540,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298578,KNP-KNP20192605,Knapheide,"DRAWER, UNIT CTECH",t,t,0
298585,KNP-KNP20226040,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298738,KNP-KNP26104596,Knapheide,"FUEL FILL KIT, GM DIESEL 2011+",t,t,0
298605,KNP-KNP26259929,Knapheide,"KIT,REP NXG 2PTRRLTCH KY016",t,t,0
298739,KNP-KNP26266163,Knapheide,Specialized mounting bracket designed for Turbo Beam light systems. Provides secure and adjustable positioning for high-performance LED light bars on truck equipment installations.,t,t,0
298621,KNP-KNP33456590,Knapheide,INSTALLATION KIT FOR STEEL,t,t,0
298626,KNP-KNP33911903,Knapheide,18K HITCH FOR 9'/11' PGT BODY,t,t,0
298628,KNP-KNP33931798,Knapheide,"CLASS V 21,000LB HITCH/ICC",t,t,0
298629,KNP-KNP33957161,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298630,KNP-KNP33966834,Knapheide,HITCH KIT,t,t,0
298637,KNP-KNP34312869,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298648,KNP-KNP34879956,Knapheide,"Universal bolt-on 21,000 lb capacity receiver hitch assembly compatible with Ford, RAM, and GM chassis with 35-series frames. Engineered for heavy-duty commercial towing applications.",t,t,1
298652,KNP-KNP35154118,Knapheide,"CLASS V 16,000 LB RECEIVER HIT",t,t,0
298654,KNP-KNP35217729,Knapheide,Supplemental mounting bracket designed for 2014+ RAM trucks with 56CA chassis configuration. Provides additional structural support for service body installations with new-style mounting requirements.,t,t,1
298657,KNP-KNP35362071,Knapheide,Specialized 6-circuit wiring harness adapter for 2023+ GM trucks with 42 and 56CA chassis configurations. Enables seamless electrical integration between chassis and aftermarket equipment installations.,t,t,0
298658,KNP-KNP35394496,Knapheide,"INSTALL KIT, 6"" UNDERSTRUCTURE",t,t,0
298663,KNP-KNP6108-CR,Knapheide,"BODY, 9'FT SB W/CANOPY ROOF",t,t,0
298666,KNP-KNP682-2,Knapheide,SERVICE BODY 6' BED,t,t,0
298670,KNP-KNP77008282,Knapheide,OVERCAB MAT RACK REG CAB,t,t,0
298671,KNP-KNP77008332,Knapheide,"RACK, 96"" BODY, X-CAB 28""",t,f,0
298674,KNP-KNP80021970,Knapheide,MOUNT KI GM,t,t,0
298676,KNP-KNP80035570,Knapheide,HITCH,t,t,0
298678,KNP-KNP80041100,Knapheide,UNDERBODY TOOLBOX MOUNTING BRA,t,t,0
298681,KNP-KNP80049080,Knapheide,HITCH,t,t,0
298694,KNP-KNPBHG4094,Knapheide,"BULKHEAD, REINFORCED 40X94",t,t,0
298695,KNP-KNPBHG4894,Knapheide,"BULKHEAD, 94 SERIES W/GUSSETS",t,t,0
298699,KNP-KNPBHR5694,Knapheide,BULKHEAD,t,t,0
298751,KNP-KNPBHRT4094,Knapheide,Reinforced tapered headboard that mounts behind the truck cab to protect against shifting cargo. Features a tapered design that follows truck cab contours for improved aerodynamics and professional appearance.,t,t,1
298700,KNP-KNPPCON-9-B,Knapheide,9-foot contractor truck body designed for construction and service professionals who need organized storage in a compact format. Features multiple compartments and heavy-duty construction optimized for smaller truck chassis.,t,t,1
298701,KNP-KNPPCON-9-W,Knapheide,"BODY, 9' CONTRACTOR",t,t,0
298702,KNP-KNPPGTB-116,Knapheide,"BODY, FLATBED 11'6"" GOOSENECK",t,t,0
298703,KNP-KNPPGTB-708-R,Knapheide,"BODY, FLATBED 7'GOOSE RAM",t,t,0
298704,KNP-KNPPGTB-768-G,Knapheide,"BODY, FLATBED 7'GOOSE GM",t,t,0
298705,KNP-KNPPGTB-86-F,Knapheide,"BODY, FLATBED 8'GOOSENECK",t,t,0
298706,KNP-KNPPGTB-868-F,Knapheide,"BODY, FLATBED 8'GOOSENECK",t,t,0
298707,KNP-KNPPGTB-89-G,Knapheide,"BODY, FLATBED 8'GOOSENECK",t,t,0
298708,KNP-KNPPGTB-898-G,Knapheide,"BODY, FLATBED 8'GOOSENECK",t,t,0
298709,KNP-KNPPGTB-96,Knapheide,9-foot gooseneck truck body designed for heavy-duty hauling applications where additional clearance over the truck cab is required. Features the signature gooseneck design that extends over the cab area for maximum bed length.,t,t,1
298710,KNP-KNPPGTB-96-MD,Knapheide,PGTB STEEL GOOSENECK BODY MD,t,t,0
298713,KNP-KNPPRK4094-12,Knapheide,*CITY STAKE RACKS,t,t,0
298714,KNP-KNPPVMX-125,Knapheide,"12.39' LENGTH, 95.75"" WIDTH, W",t,t,0
298715,KNP-KNPPVMX-95,Knapheide,"9.39' LENGTH, 95.75"" WIDTH, WO",t,t,0
298716,KNP-KNPPVMX768C,Knapheide,"BODY, FLATBED 7' X 80""",t,t,0
298718,KNP-KNPPVMXS-125,Knapheide,"12.39' LENGTH, 95.75"" WIDTH, S",t,t,0
298719,KNP-KNPPVMXS-95,Knapheide,"9.39' LENGTH, 95.75"" WIDTH, SM",t,t,0
298720,KNP-KNPPVMXT-125,Knapheide,"12.39' LENGTH, 95.75"" WIDTH, T",t,t,0
298724,KNP-KNPRNG15-910,Knapheide,"SIDE BOARDS 15"" PGTB-910",t,t,0
298752,KNP-KP943140,Knapheide,"Straight-sided truck body pack designed for commercial applications requiring maximum cargo space. Features vertical side walls that maximize interior volume for hauling equipment, tools, and materials.",t,t,1
326326,KNP-NGB-116-MD,Knapheide,GOOSENECK BODY STEEL,t,t,1
326327,KNP-PGTB86R,Knapheide,"BODY, GOOSENECK 9' RAM - P QUOTE P2724 - 22",t,t,1
298711,KNP-PGTC-1110,Knapheide,GOOSENECK BED PGTC 11,t,t,0
298712,KNP-PGTZSIDES-894,Knapheide,"SIDES, 4"" High Z Shaped",t,t,0
326328,KNP-PVMX89C-BHR4096C,Knapheide,"BODY, FLATBED 8'9X 96"" W/ HDBD - 2020 AND NEWER GM",t,t,1
298717,KNP-PVMX93C,Knapheide,"BODY, FLATBED 9' X 96""",t,t,0
326329,KNP-PVMX958,Knapheide,"BODY, FLATBED 9'39"". 78""",t,t,1
326330,KNP-PVMXS145,Knapheide,"BODY, FLATBED SMOOTH STEEL 14' - 94"" STAKES",t,t,1
298753,KNP-PVMXS83C,Knapheide,Compact 8-foot smooth steel flatbed body with integrated disc brake system compatibility. Designed for smaller commercial vehicles requiring reliable cargo hauling capabilities.,t,t,2
326331,KNP-PVMXT898,Knapheide,"BODY,FLATBED TREADPLATE 8'9X80",t,t,1
298721,KNP-PVMXT89C,Knapheide,"BODY, FLATBED TREADPLATE 8'",t,t,0
298754,KNP-R40-4,Knapheide,Heavy-duty 40-inch height cargo rack system with 4-foot length for flatbed applications. Provides vertical cargo containment and organization for commercial hauling operations.,t,t,2
298722,KNP-R40-4-6,Knapheide,"RACK 40"" 4'6""",t,t,0
298723,KNP-R40-5,Knapheide,"RACK 40"" 5'",t,t,0
298755,KNP-R40-6,Knapheide,Replacement 40-inch height cargo rack system with 6-foot length for extended cargo management. Designed as a direct replacement part for existing Knapheide flatbed systems.,t,t,2
326332,KNP-REP4096-12,Knapheide,REFUSE SIDES 12' PUNCHED BLK,t,t,1
326337,KNP-RK4094LW,Knapheide,"RACK 40"" LEFT REAR WING",t,t,1
326338,KNP-RK4094RW,Knapheide,"RACK 40"" RIGHT REAR WING",t,t,1
298725,KNP-RV40-4,Knapheide,"RACK 40"" 4'",t,t,0
298756,KNP-RV40-5,Knapheide,"Specialized 40-inch height, 5-foot length cargo rack designed exclusively for 9-foot and 11-foot flatbed configurations. Provides optimal cargo containment for mid-size flatbed applications.",t,t,0
298757,KNP-RV4096F,Knapheide,Front-mounted 40-inch by 96-inch cargo rack system designed for headboard and front cargo containment. Provides essential forward cargo barrier for safe transportation of materials.,t,t,2
298758,KNP-TBU3018,Knapheide,Compact underbody tool box with 5.1 cubic feet of secure storage capacity. Features weather-resistant black finish and lockable design for protecting tools and equipment underneath the truck bed.,t,t,2
298759,KNP-TBU3618,Knapheide,Mid-size underbody tool box offering 6.1 cubic feet of secure equipment storage. Features durable black finish and weather-sealed construction for reliable protection of tools and supplies.,t,t,2
298726,KNP-TBU4818,Knapheide,BOX UNDERBODY 48L X 18H X 18D,t,t,1
